goal,steps,ordered?
How to Attend a Concert - Preparing for Going to the Concert,"Check the weather forecast. Have an early night. Call your friends. Determine the start time of the show by checking your ticket. Coordinate your departure time allowing for traffic. Coordinate supplies or items you will need in advance. Carpool or ""caravan"". Dress appropriately for the weather but assume the interior of the venue will become quite warm. Be ready for some searching and frisk. Keep your ticket on your person at all times. Leave your food and beverage at home. Know what's not permitted.",1
How to Use a Colon in a Sentence - Using Colons to Direct Attention,Precede a list with a colon. Set off a noun or noun phrase with a colon. Introduce a lengthy quotation.,0
How to Dye Your Pet - Determining Safety,Avoid using human hair dye. Do not dye a pet with existing health conditions. Use organic food dye. Use organic foods. Try an organic chalk. Do NOT use spray paint.,0
How to Hire a Personal Chef - Searching for Candidates,Use an online directory of local services to find candidates. Browse the websites of personal chef associations for affiliated candidates. Ask for recommendations from friends or family. Hang a job posting at a nearby culinary school.,1
How to Pass an AKC Inspection - Providing Care to the Dogs,Provide each dog with proper identification. Ensure all dogs are in good health. Provide all dogs with access to food and water. Groom your dogs. Exercise your dogs regularly.,0
How to Treat Hematuria - Correcting the Problem,Take antibiotics if you have a urinary tract infection. Try prescription medication if you have an enlarged prostate. Drink lots of fluids to pass kidney stones. Discuss surgery and other treatment if a tumor is found. Follow up with your doctor to make sure there's no more blood in your urine.,1
How to Deal With a Friend That You Lost - Moving Forward,Accept it will take time. Find new ways to fill the space. Learn from the experience. Reach out to new people.,0
How to Build Calf Muscle Without Equipment - Stretching Your Calf Muscles,Learn to stretch your calves correctly. Do a step drop stretch. Try the towel pull method. Practice the runner’s stretch. Do a standing calf stretch. Do a sitting calf stretch. Stretch your front calf muscle. Do yoga.,1
How to Understand the Difference Between Flirting and Social Interaction - Assessing if Someone is Flirting With You,Understand which scenarios are more likely to include flirting. Watch their body language. Consider whether the situation is more likely to be flirtatious or friendly. Evaluate your current relationship with the other person. Ask the person if they’re flirting.,0
How to Tell If Someone Is in Your Closet,"Say something funny. Listen for any rustling or breathing from the closet. Look for any signs that your closet has been opened or tampered with, generally a badly closed door or something moved out of the way. Turn on the light (or use a flashlight) to peer inside the closet before opening it if your closet has a slit in it. If you have a temperature gun and your closet has cracks, fire that inside and look for temperature spikes. Lock your closet somehow. Bang on the closet door loudly. Ask ""Is anyone inside of my closet?"" Slowly open the closet door, having a good grip on the handle and using your foot to prevent the door from opening far. Repeat step 7 until the door is fully open.",0
How to Do a Spring Equinox Fast - Breaking the Fast,"Eat small, light meals if you’ve been on a total fast. Go for healthy, light meals after detox or weight loss fasts. Drink water and eat moderate meals at night for the Baha’i fast. Make a celebratory feast to break the pre-Ostara fast.",1
How to Whittle a Ball in a Cage - With Hand Tools,"Start with a small block of soft wood (pine, basswood or balsa) 1"" wide by 1"" tall, 4"" long. Mark on the wood with a pencil the trace lines as shown in the image. Chisel cavities on both sides of the outlined ball. Turn the block over and repeat. Cut the slivers from the ends of the block. Carefully whittle the slivers from the ball until it can roll freely within the frame.",0
How to Write a Communications Strategy - Delivering Your Message,Consolidate your message into three main points. Create an engaging narrative. Detail how you'll spread your message. List your resources. Provide a timeline.,1
How to Bake Lemon Poppyseed Cake - Making Tender Lemon Poppy Seed Cake,"Preheat the oven. Prepare the pan. Combine the all purpose flour, cake flour, baking powder, and salt. Mix together the butter and granulated sugar in a separate bowl. Add the eggs to the butter and sugar. Add the dry ingredients and milk. Fold in the lemon zest, poppy seeds, and lemon extract. Place the batter in the prepared cake pan. Bake the cake. Cool the cake. Make the icing. Glaze and serve the cake.",1
How to Keep a Child Hydrated During Sporting Events,Ensure that the adolescent or child drinks 16 to 20 oz of water 30 minutes to an hour before an event. Ensure adequate hydration. Get the child or adolescent to drink an additional 10-15 oz of cool water after the event.,1
How to Shop the Champs Elysees,Practice your French. Get a good map. Time your shopping trip right. Combine window shopping with actual purchases. Budget for what you can buy. Plan to walk. Duck into an indoor mall on the Champs Elysees if it rains. Be aware of special events. Take your time.,0
How to Switch Medicare from One State to Another - Moving with a Medigap Plan,Identify the Medigap plan you have. Check with your current insurance company. Request a special enrollment period if you have a Select plan. Notify your insurance company of your address change.,0
How to Survive in the Woods - Starting a Fire,"Find small, dry material to use as tinder. Gather small twigs and branches to use for kindling. Collect larger logs for fuel. Build a teepee structure with the tinder and kindling. Create a fire plough to ignite the kindling and start the fire. Use a fire to keep warm, cook your food, and purify your water.",1
How to Interview for a Job when You Have a Hangover - Before the Interview,Drink electrolyte-replenishing sports drinks as soon as possible. Pop a pill. Eat a hangover-bashing breakfast. Use eye drops to remove redness. Go through your typical grooming routine. Dab concealer over under-eye bags. Check it before you wreck it. Rehearse how you plan to respond to questions. Be punctual. Know when to reschedule. Bring water with you.,1
How to Varnish Raw and Unfinished Wooden Furniture,"Prepare a work area that is well-ventilated. Keep your piece of furniture out of direct sunlight so that the varnish doesn’t dry too fast. Smooth all rough surfaces with a very fine grade of sandpaper. Clean the furniture thoroughly after you have sanded it. Wipe down the entire piece with a tac cloth to make sure every particle of dust and dirt is gone. Choose a brush that is especially made for applying varnish. Purchase varnish and mineral spirits. Buy a large clean container with a wide mouth if you don’t have one on hand. Hold the varnish can and rotate it gently a few times to mix the varnish. Open the can of varnish and pour a measured amount into your empty, clean container. Put the lid back on the varnish can immediately so that no dirt or dust falls into the can. Measure the same amount of mineral spirits as you did varnish. Slowly pour the mineral spirits into the varnish you put into the wide-mouthed container. Dip your brush into the thinned varnish. Hold the brush over the container and allow the excess varnish solution drip back into the container. Brush the varnish onto your bare furniture using long, straight strokes. Brush with the grain, not against it. Allow the first coat to dry overnight. Test for dryness by lightly rubbing a piece of fine sandpaper on the varnished furniture. Use fine sandpaper to lightly sand the piece when it is dry; be sure to sand with the grain. Wipe the sanding dust from the furniture with a soft, clean cloth. Wipe it down again with a tac cloth. Repeat the varnish and sanding process twice more, always allowing each coat of varnish to dry completely before sanding and cleaning.",1
